production_id,machine_id,product_id,production_datetime,shift,planned_units,produced_units,defective_units
PR03710,M004,P007,2025-10-30 17:15:00,C,611,428,6
PR03711,M017,P002,2025-03-17 07:00:00,C,522,534,29
PR03712,M005,P014,2025-02-25 20:00:00,B,343,321,12
PR03713,M011,P006,2025-03-25 13:30:00,C,774,655,32
PR03714,M010,P009,2025-08-31 14:30:00,C,655,634,18
PR03715,M005,P011,2025-09-30 04:15:00,B,805,836,39
PR03716,M018,P013,2025-04-14 10:00:00,A,369,409,24
PR03717,M017,P003,2025-10-11 00:30:00,C,347,373,13
PR03718,M013,P015,2025-08-30 05:00:00,B,568,533,17
PR03719,M017,P008,2025-12-29 01:15:00,A,853,751,33
PR03720,M007,P012,2025-12-07 04:00:00,B,940,838,14
PR03721,M002,P008,2025-10-12 11:15:00,B,405,346,4
PR03722,M004,P001,2025-12-31 02:30:00,B,569,436,17
PR03723,M012,P012,2025-02-11 08:30:00,B,664,523,29
PR03724,M016,P002,2025-06-09 08:15:00,A,518,340,17
PR03725,M006,P010,2025-12-16 11:15:00,B,532,586,33
PR03726,M007,P013,2025-11-12 14:00:00,C,394,247,2
PR03727,M012,P014,2025-06-04 07:30:00,C,608,512,18
PR03728,M016,P009,2025-07-31 20:00:00,B,843,767,8
PR03729,M015,P007,2025-01-28 22:15:00,A,418,321,6
PR03730,M007,P004,2025-09-21 04:45:00,A,595,531,4
PR03731,M015,P001,2025-03-24 05:15:00,B,534,533,30
PR03732,M017,P004,2025-08-19 06:00:00,B,619,649,35
PR03733,M008,P007,2025-10-12 14:30:00,B,770,702,21
PR03734,M013,P012,2025-07-30 11:45:00,A,312,204,12
PR03735,M004,P010,2025-03-24 17:15:00,A,423,459,16
PR03736,M015,P003,2025-09-15 13:15:00,B,792,777,15
PR03737,M012,P011,2025-05-14 22:15:00,C,913,770,34
PR03738,M013,P011,2025-08-09 18:15:00,B,978,910,50
PR03739,M011,P009,2025-01-17 08:30:00,C,537,420,8
PR03740,M014,P006,2025-05-22 18:00:00,A,415,492,20
PR03741,M003,P008,2025-03-20 08:15:00,C,421,288,10
PR03742,M004,P002,2025-01-10 09:15:00,C,685,572,33
PR03743,M012,P010,2025-07-30 23:30:00,B,893,690,24
PR03744,M004,P004,2025-03-27 02:15:00,B,811,829,13
PR03745,M016,P008,2025-04-10 22:45:00,B,644,613,17
PR03746,M007,P014,2025-07-07 18:15:00,B,669,703,20
PR03747,M001,P009,2025-02-15 15:30:00,C,909,644,38
PR03748,M007,P004,2025-10-06 09:15:00,C,742,794,41
PR03749,M008,P010,2025-11-07 00:45:00,A,715,550,5
PR03750,M014,P005,2025-06-21 09:00:00,B,615,499,23
PR03751,M017,P007,2025-11-13 05:00:00,A,567,599,31
PR03752,M020,P010,2025-07-16 08:45:00,A,920,659,34
PR03753,M013,P008,2025-06-25 15:15:00,C,843,846,48
PR03754,M013,P002,2025-04-29 12:45:00,A,485,526,20
PR03755,M013,P010,2025-04-03 06:45:00,C,485,428,11
PR03756,M012,P006,2025-08-13 05:30:00,C,671,654,20
PR03757,M011,P005,2025-08-16 19:15:00,C,460,454,5
PR03758,M006,P012,2025-11-13 03:45:00,B,992,893,35
PR03759,M018,P007,2025-01-03 18:45:00,A,820,638,34
PR03760,M012,P009,2025-01-18 16:30:00,B,989,925,15
PR03761,M009,P015,2025-09-03 18:30:00,B,517,644,18
PR03762,M016,P011,2025-01-27 05:45:00,B,505,335,9
PR03763,M020,P005,2025-06-29 19:45:00,C,570,511,13
PR03764,M008,P005,2025-11-21 08:45:00,B,380,315,16
PR03765,M006,P010,2025-05-10 10:00:00,C,953,764,22
PR03766,M013,P006,2025-01-03 17:30:00,A,995,1019,34
PR03767,M018,P014,2025-11-25 19:30:00,A,640,668,16
PR03768,M018,P006,2025-09-04 16:00:00,B,683,611,10
PR03769,M017,P001,2025-10-25 06:15:00,C,921,675,40
PR03770,M009,P002,2025-05-22 00:45:00,B,526,484,4
PR03771,M004,P001,2025-01-01 23:45:00,C,523,437,3
PR03772,M019,P007,2025-03-14 13:30:00,A,828,663,23
PR03773,M013,P014,2025-04-14 09:45:00,B,778,591,35
PR03774,M019,P010,2025-01-20 07:15:00,B,439,483,8
PR03775,M003,P001,2025-05-16 03:30:00,A,908,784,29
PR03776,M004,P011,2025-01-11 05:45:00,C,746,578,28
PR03777,M016,P004,2025-06-17 03:45:00,C,606,644,20
PR03778,M011,P008,2025-04-11 07:00:00,C,737,626,12
PR03779,M012,P011,2025-07-10 08:45:00,C,840,788,39
PR03780,M013,P014,2025-12-18 05:45:00,C,332,255,8
PR03781,M004,P003,2025-08-29 10:45:00,C,781,638,28
PR03782,M005,P004,2025-04-04 07:45:00,B,397,444,16
PR03783,M007,P015,2025-08-25 08:30:00,A,912,839,35
PR03784,M001,P008,2025-09-13 13:45:00,C,309,256,11
PR03785,M016,P001,2025-02-03 01:45:00,B,956,862,17
PR03786,M007,P013,2025-09-28 06:30:00,A,751,642,13
PR03787,M001,P014,2025-04-27 08:30:00,B,773,644,13
PR03788,M001,P004,2025-05-15 19:15:00,A,790,608,5
PR03789,M003,P007,2025-08-20 17:15:00,B,979,991,45
PR03790,M018,P009,2025-09-23 10:30:00,C,567,586,32
PR03791,M012,P007,2025-10-21 10:15:00,A,324,276,8
PR03792,M012,P003,2025-06-25 04:45:00,A,934,928,7
PR03793,M001,P010,2025-11-29 01:15:00,A,921,958,15
PR03794,M008,P001,2025-05-06 11:45:00,B,661,509,3
PR03795,M015,P004,2025-11-02 20:00:00,A,661,545,8
PR03796,M018,P015,2025-01-14 03:15:00,B,943,874,15
PR03797,M013,P015,2025-01-03 00:30:00,C,431,319,14
PR03798,M002,P010,2025-03-06 01:30:00,A,841,833,40
PR03799,M016,P010,2025-01-29 11:30:00,B,843,621,15
PR03800,M011,P004,2025-04-15 18:15:00,C,577,613,14
PR03801,M005,P007,2025-02-23 11:00:00,B,848,691,33
PR03802,M012,P006,2025-03-09 18:30:00,C,400,402,6
PR03803,M019,P001,2025-08-28 21:45:00,A,840,834,46
PR03804,M020,P006,2025-01-28 16:00:00,B,888,763,34
PR03805,M010,P009,2025-05-15 23:45:00,C,696,529,23
PR03806,M005,P011,2025-05-25 18:00:00,B,633,618,20
PR03807,M020,P015,2025-05-28 13:30:00,B,342,257,13
PR03808,M003,P014,2025-06-27 11:15:00,A,677,730,24
PR03809,M015,P011,2025-09-17 22:15:00,B,979,730,22
PR03810,M004,P003,2025-09-10 08:30:00,A,888,930,24
PR03811,M020,P001,2025-09-21 14:15:00,A,595,596,23
PR03812,M010,P009,2025-09-10 01:30:00,B,638,640,24
PR03813,M014,P003,2025-10-19 22:45:00,A,772,865,9
PR03814,M005,P006,2025-12-14 18:30:00,B,731,668,21
PR03815,M001,P007,2025-10-28 07:30:00,B,330,354,7
PR03816,M012,P004,2025-03-05 04:15:00,A,802,583,18
PR03817,M002,P001,2025-05-25 11:00:00,B,942,807,32
PR03818,M012,P010,2025-05-25 11:30:00,B,869,747,16
PR03819,M012,P013,2025-07-06 13:15:00,C,425,284,5
PR03820,M020,P006,2025-09-05 22:45:00,A,724,621,22
PR03821,M016,P002,2025-06-04 23:00:00,B,330,298,5
PR03822,M019,P008,2025-06-18 21:45:00,C,872,717,10
PR03823,M008,P014,2025-04-29 07:45:00,A,869,825,35
PR03824,M017,P009,2025-12-09 21:45:00,C,336,329,19
PR03825,M003,P002,2025-06-29 20:00:00,A,390,244,4
PR03826,M002,P010,2025-07-09 06:15:00,C,344,311,6
PR03827,M001,P011,2025-04-08 21:15:00,C,522,515,4
PR03828,M003,P009,2025-05-01 17:45:00,C,831,666,27
PR03829,M015,P007,2025-11-11 06:30:00,B,590,612,29
PR03830,M010,P009,2025-05-08 23:30:00,C,438,437,15
PR03831,M014,P005,2025-02-17 05:30:00,B,490,460,9
PR03832,M006,P013,2025-01-16 08:45:00,B,963,903,43
PR03833,M018,P008,2025-11-03 13:45:00,B,545,486,5
PR03834,M003,P005,2025-06-04 08:15:00,B,618,501,15
PR03835,M014,P007,2025-07-16 19:15:00,B,882,823,19
PR03836,M013,P013,2025-12-01 04:15:00,C,929,775,44
PR03837,M017,P002,2025-01-06 17:45:00,A,574,542,23
PR03838,M008,P011,2025-12-05 17:15:00,C,442,391,19
PR03839,M015,P004,2025-11-19 20:15:00,A,572,468,4
PR03840,M003,P004,2025-09-06 22:30:00,C,354,381,16
PR03841,M011,P006,2025-07-31 15:30:00,C,833,863,48
PR03842,M012,P014,2025-07-17 21:30:00,B,991,991,41
PR03843,M013,P011,2025-09-15 12:00:00,C,355,333,4
PR03844,M009,P004,2025-09-03 20:45:00,B,567,597,34
PR03845,M009,P013,2025-04-25 05:45:00,B,337,357,9
PR03846,M017,P007,2025-04-01 01:00:00,B,598,519,31
PR03847,M019,P009,2025-05-09 14:00:00,B,677,521,19
PR03848,M008,P004,2025-12-10 21:00:00,B,648,576,23
PR03849,M006,P012,2025-10-08 10:00:00,C,856,641,10
PR03850,M016,P011,2025-09-14 15:45:00,C,720,725,12
PR03851,M017,P010,2025-12-21 22:00:00,A,585,453,12
PR03852,M017,P005,2025-09-09 01:00:00,B,672,535,20
PR03853,M005,P008,2025-08-24 20:30:00,A,894,871,5
PR03854,M004,P013,2025-12-27 05:30:00,B,931,905,9
PR03855,M012,P002,2025-04-21 10:15:00,A,345,320,10
PR03856,M005,P002,2025-01-21 13:00:00,B,311,254,3
PR03857,M015,P004,2025-10-09 18:45:00,A,594,560,6
PR03858,M008,P013,2025-01-23 09:15:00,A,384,335,10
PR03859,M003,P015,2025-04-02 13:45:00,B,721,624,10
PR03860,M011,P006,2025-07-02 10:00:00,B,728,707,13
PR03861,M002,P003,2025-03-18 13:45:00,B,442,444,24
PR03862,M014,P009,2025-06-10 03:00:00,B,307,288,7
PR03863,M017,P002,2025-01-22 13:00:00,B,626,567,8
PR03864,M007,P010,2025-08-21 22:15:00,A,484,524,13
PR03865,M011,P002,2025-12-23 07:00:00,B,944,970,36
PR03866,M004,P012,2025-06-19 15:00:00,C,752,727,11
PR03867,M011,P011,2025-04-27 01:15:00,C,577,437,15
PR03868,M010,P002,2025-06-19 23:00:00,C,887,614,27
PR03869,M007,P005,2025-02-03 10:30:00,B,857,776,30
PR03870,M008,P001,2025-07-06 23:15:00,B,529,552,9
PR03871,M018,P015,2025-09-04 22:30:00,B,609,477,18
PR03872,M005,P002,2025-03-03 12:30:00,B,538,464,14
PR03873,M020,P003,2025-01-06 23:30:00,C,751,571,25
PR03874,M003,P008,2025-12-15 07:15:00,C,942,927,43
PR03875,M020,P002,2025-10-04 11:45:00,B,841,611,4
PR03876,M002,P011,2025-05-02 22:15:00,B,331,356,3
PR03877,M016,P010,2025-07-05 18:00:00,A,687,619,25
PR03878,M009,P012,2025-07-12 09:45:00,B,328,290,13
PR03879,M011,P010,2025-01-23 12:30:00,A,944,813,11
PR03880,M013,P014,2025-07-08 14:00:00,B,979,879,50
PR03881,M014,P003,2025-01-04 18:30:00,C,701,593,24
PR03882,M001,P013,2025-04-04 14:00:00,A,894,860,12
PR03883,M004,P001,2025-11-20 21:45:00,C,366,216,1
PR03884,M019,P001,2025-04-23 13:00:00,C,901,886,33
PR03885,M006,P009,2025-02-04 20:45:00,A,350,264,11
PR03886,M002,P002,2025-06-26 21:45:00,B,776,807,42
PR03887,M019,P006,2025-12-10 18:45:00,B,437,352,4
PR03888,M015,P004,2025-11-28 20:45:00,C,613,534,31
PR03889,M006,P003,2025-06-12 19:30:00,A,699,663,25
PR03890,M019,P015,2025-07-01 03:15:00,C,677,579,30
PR03891,M012,P002,2025-12-06 14:30:00,B,843,819,6
PR03892,M012,P009,2025-08-28 23:30:00,A,837,707,22
PR03893,M016,P008,2025-10-10 04:00:00,C,801,783,46
PR03894,M008,P006,2025-05-03 11:30:00,B,970,929,16
PR03895,M007,P001,2025-11-06 18:45:00,C,427,341,3
PR03896,M016,P002,2025-07-14 08:45:00,C,955,894,12
PR03897,M003,P004,2025-02-15 18:45:00,C,899,840,6
PR03898,M005,P009,2025-09-02 17:15:00,C,340,309,8
PR03899,M005,P010,2025-09-02 11:15:00,C,541,436,6
PR03900,M006,P009,2025-05-22 17:45:00,A,559,531,6
PR03901,M005,P003,2025-07-26 18:15:00,C,597,608,36
PR03902,M001,P013,2025-04-24 02:45:00,A,960,868,25
PR03903,M016,P012,2025-10-18 20:30:00,C,749,643,14
PR03904,M003,P015,2025-09-11 23:45:00,A,876,605,13
PR03905,M003,P002,2025-12-09 09:15:00,C,609,586,33
PR03906,M015,P003,2025-06-19 15:30:00,A,332,367,5
PR03907,M014,P003,2025-11-13 08:00:00,C,492,412,17
PR03908,M015,P001,2025-05-12 06:15:00,C,890,641,22
PR03909,M009,P005,2025-10-02 10:30:00,A,316,274,15
PR03910,M019,P008,2025-01-31 22:00:00,B,316,237,12
PR03911,M017,P013,2025-11-15 06:30:00,A,585,645,3
PR03912,M004,P004,2025-09-16 17:45:00,A,925,1027,40
PR03913,M017,P015,2025-11-18 18:15:00,C,678,621,14
PR03914,M007,P005,2025-02-09 03:00:00,B,632,611,4
PR03915,M006,P007,2025-07-09 12:00:00,A,958,757,39
PR03916,M006,P002,2025-06-04 10:30:00,A,590,508,7
PR03917,M010,P001,2025-06-24 22:30:00,B,698,653,12
PR03918,M013,P015,2025-02-12 14:15:00,A,982,793,16
PR03919,M008,P015,2025-11-16 10:30:00,C,783,755,6
PR03920,M004,P007,2025-09-27 02:00:00,A,752,687,33
PR03921,M006,P003,2025-06-22 04:00:00,B,565,531,3
PR03922,M002,P015,2025-11-21 03:45:00,C,646,501,13
PR03923,M004,P004,2025-06-22 13:30:00,A,980,913,21
PR03924,M005,P009,2025-12-12 06:45:00,B,701,580,29
PR03925,M020,P002,2025-11-02 02:30:00,C,741,752,22
PR03926,M011,P003,2025-07-11 23:45:00,C,861,642,5
PR03927,M010,P003,2025-06-05 18:15:00,C,474,341,15
PR03928,M001,P013,2025-10-26 19:30:00,A,815,611,7
PR03929,M006,P007,2025-04-21 16:30:00,B,706,697,14
PR03930,M015,P005,2025-03-20 00:00:00,A,466,451,3
PR03931,M013,P006,2025-03-19 01:30:00,C,614,580,20
PR03932,M020,P002,2025-06-02 17:00:00,A,855,655,10
PR03933,M009,P012,2025-12-05 12:45:00,C,984,812,23
PR03934,M018,P011,2025-10-23 03:30:00,A,495,488,22
PR03935,M018,P013,2025-02-18 03:15:00,A,363,347,9
PR03936,M001,P012,2025-05-01 09:15:00,A,856,677,30
PR03937,M006,P001,2025-03-17 23:30:00,A,704,499,20
PR03938,M002,P014,2025-06-10 07:30:00,B,462,414,12
PR03939,M019,P013,2025-08-31 12:00:00,C,618,575,23
PR03940,M018,P012,2025-09-10 20:45:00,B,704,699,15
PR03941,M002,P001,2025-09-07 04:00:00,A,340,267,14
PR03942,M020,P012,2025-04-22 22:00:00,B,679,751,5
PR03943,M014,P012,2025-03-16 09:45:00,C,440,385,21
PR03944,M014,P013,2025-09-30 18:15:00,C,907,741,44
PR03945,M018,P003,2025-12-30 22:15:00,C,894,813,33
PR03946,M006,P013,2025-10-23 06:45:00,B,963,736,31
PR03947,M006,P011,2025-10-09 20:45:00,A,828,645,5
PR03948,M019,P004,2025-06-30 14:15:00,A,380,307,12
PR03949,M008,P005,2025-02-11 23:45:00,C,998,932,14
PR03950,M001,P008,2025-08-28 23:00:00,B,654,486,15
PR03951,M007,P013,2025-07-11 00:30:00,B,879,680,38
PR03952,M018,P015,2025-08-22 12:45:00,A,724,531,5
PR03953,M009,P012,2025-06-16 18:30:00,A,374,371,17
PR03954,M007,P012,2025-03-25 11:30:00,A,644,447,22
PR03955,M004,P015,2025-06-17 19:00:00,C,659,523,22
PR03956,M004,P011,2025-12-27 03:00:00,A,910,778,17
PR03957,M009,P002,2025-08-08 07:45:00,B,664,722,33
PR03958,M016,P014,2025-05-02 15:15:00,C,444,362,4
PR03959,M003,P008,2025-08-27 01:15:00,A,994,748,9
PR03960,M015,P012,2025-09-27 19:15:00,C,661,668,15
PR03961,M008,P013,2025-06-13 04:00:00,B,372,360,13
PR03962,M008,P002,2025-04-22 02:00:00,A,613,586,34
PR03963,M019,P015,2025-10-01 16:45:00,B,465,533,25
PR03964,M017,P013,2025-12-11 00:00:00,A,540,559,19
PR03965,M002,P003,2025-05-05 22:45:00,A,604,543,4
PR03966,M003,P008,2025-09-14 04:30:00,A,377,378,2
PR03967,M007,P003,2025-03-10 16:30:00,A,732,517,15
PR03968,M001,P005,2025-05-25 18:45:00,A,311,218,3
PR03969,M014,P006,2025-11-26 09:45:00,A,561,455,5
PR03970,M010,P002,2025-01-24 00:30:00,A,704,536,3
PR03971,M016,P013,2025-03-04 07:30:00,A,675,566,7
PR03972,M014,P013,2025-12-17 21:15:00,C,995,754,44
PR03973,M020,P015,2025-08-26 04:00:00,C,800,696,34
PR03974,M016,P007,2025-10-26 17:45:00,B,867,853,43
PR03975,M020,P009,2025-08-13 11:00:00,A,522,456,22
PR03976,M006,P001,2025-09-30 18:15:00,B,929,825,33
PR03977,M017,P007,2025-09-17 15:15:00,C,339,297,7
PR03978,M001,P008,2025-02-13 20:45:00,C,528,451,16
PR03979,M016,P013,2025-12-03 12:30:00,B,993,686,17
PR03980,M011,P004,2025-09-19 10:15:00,C,882,624,37
PR03981,M008,P010,2025-07-20 23:15:00,A,333,278,4
PR03982,M017,P006,2025-08-18 02:30:00,B,557,437,12
PR03983,M015,P009,2025-08-22 00:15:00,C,355,363,9
PR03984,M011,P013,2025-05-23 05:00:00,A,654,552,22
PR03985,M017,P012,2025-12-11 10:30:00,C,589,645,37
PR03986,M017,P009,2025-12-13 13:45:00,C,779,726,24
PR03987,M001,P015,2025-03-26 20:15:00,B,408,415,20
PR03988,M004,P013,2025-01-12 19:30:00,A,806,803,7
PR03989,M009,P002,2025-06-01 12:00:00,A,754,589,32
PR03990,M009,P005,2025-12-22 09:45:00,A,718,645,22
PR03991,M018,P007,2025-08-10 04:30:00,B,607,629,12
PR03992,M001,P004,2025-02-12 03:00:00,A,420,375,11
PR03993,M015,P004,2025-03-22 10:45:00,A,348,324,15
PR03994,M016,P011,2025-06-07 12:45:00,B,842,757,29
PR03995,M004,P013,2025-11-04 21:00:00,B,518,551,10
PR03996,M010,P008,2025-08-15 19:15:00,A,567,513,19
PR03997,M010,P004,2025-05-25 16:00:00,A,407,424,14
PR03998,M004,P009,2025-05-07 02:30:00,A,665,633,32
PR03999,M008,P015,2025-03-27 14:30:00,B,908,685,13
PR04000,M016,P005,2025-05-19 06:15:00,A,662,677,33
PR04001,M004,P002,2025-12-19 10:15:00,B,689,573,8
PR04002,M001,P011,2025-05-13 03:00:00,A,416,416,23
PR04003,M002,P006,2025-01-15 12:00:00,A,800,601,10
PR04004,M015,P011,2025-04-01 02:30:00,A,571,394,21
PR04005,M004,P011,2025-07-07 06:30:00,B,985,760,39
PR04006,M003,P009,2025-12-09 19:30:00,B,576,550,15
PR04007,M013,P009,2025-06-18 10:15:00,A,749,776,45
PR04008,M020,P010,2025-11-25 19:30:00,C,361,329,7
PR04009,M012,P009,2025-06-09 01:15:00,A,496,362,6
PR04010,M011,P001,2025-12-22 06:30:00,B,960,778,26
PR04011,M015,P013,2025-06-11 01:45:00,A,981,824,33
PR04012,M016,P008,2025-07-04 08:30:00,B,434,331,7
PR04013,M014,P005,2025-09-05 08:30:00,A,580,531,4
PR04014,M005,P007,2025-01-25 13:00:00,B,695,689,37
PR04015,M019,P004,2025-10-07 13:15:00,C,987,895,29
PR04016,M004,P003,2025-06-30 20:30:00,A,968,918,6
PR04017,M007,P010,2025-01-12 08:00:00,B,779,564,14
PR04018,M008,P003,2025-01-23 02:45:00,C,361,383,23
PR04019,M004,P012,2025-05-10 14:00:00,B,750,677,28
PR04020,M012,P001,2025-06-01 06:00:00,C,703,713,12
PR04021,M009,P003,2025-04-29 23:30:00,B,552,465,9
PR04022,M003,P013,2025-10-13 18:30:00,B,459,397,7
PR04023,M012,P012,2025-10-30 08:45:00,C,568,492,23
PR04024,M004,P008,2025-07-01 14:00:00,C,477,375,6
PR04025,M009,P015,2025-05-28 21:15:00,A,749,718,9
PR04026,M016,P007,2025-03-24 06:15:00,A,703,721,40
PR04027,M013,P006,2025-08-25 13:30:00,C,331,328,15
PR04028,M003,P002,2025-07-07 03:00:00,A,467,439,8
PR04029,M010,P011,2025-06-29 00:15:00,C,434,388,18
PR04030,M005,P008,2025-06-23 18:30:00,B,473,470,26
PR04031,M008,P014,2025-09-09 15:30:00,C,486,399,7
PR04032,M014,P013,2025-08-22 06:15:00,C,751,734,12
PR04033,M006,P002,2025-10-24 05:00:00,B,652,532,17
PR04034,M013,P013,2025-04-10 20:30:00,B,834,719,38
PR04035,M006,P001,2025-04-21 15:00:00,C,669,682,4
PR04036,M019,P006,2025-10-18 17:15:00,A,367,340,6
PR04037,M005,P010,2025-09-01 19:15:00,B,538,522,6
PR04038,M006,P011,2025-04-09 08:00:00,C,618,499,4
PR04039,M018,P012,2025-08-21 21:30:00,A,921,881,12
PR04040,M016,P002,2025-01-01 19:00:00,A,783,601,4
PR04041,M014,P013,2025-03-04 16:30:00,A,655,473,11
PR04042,M020,P009,2025-03-09 07:15:00,C,377,353,18
PR04043,M001,P014,2025-08-26 11:00:00,C,771,657,9
PR04044,M010,P002,2025-09-27 17:00:00,B,744,759,41
PR04045,M018,P007,2025-06-22 00:15:00,B,586,449,13
PR04046,M001,P010,2025-11-29 11:45:00,B,632,540,19
PR04047,M008,P007,2025-10-22 03:30:00,B,643,417,6
PR04048,M011,P002,2025-11-15 09:45:00,C,431,327,11
PR04049,M011,P015,2025-03-05 09:15:00,A,340,307,11
PR04050,M013,P005,2025-12-16 22:30:00,C,710,544,17
PR04051,M013,P008,2025-04-10 09:15:00,B,887,975,54
PR04052,M012,P009,2025-01-18 14:45:00,B,877,831,42
PR04053,M005,P007,2025-08-17 08:00:00,B,388,237,7
PR04054,M018,P010,2025-02-16 16:45:00,B,939,691,25
PR04055,M004,P007,2025-04-21 14:45:00,C,353,288,15
PR04056,M015,P009,2025-05-17 11:15:00,A,564,644,38
PR04057,M017,P014,2025-05-19 14:00:00,B,599,424,10
PR04058,M005,P013,2025-07-11 12:15:00,A,742,758,41
PR04059,M012,P007,2025-04-23 21:15:00,B,780,888,10
PR04060,M011,P008,2025-04-05 02:15:00,C,555,387,14
PR04061,M013,P007,2025-09-17 18:30:00,A,901,692,10
PR04062,M007,P007,2025-01-04 18:00:00,C,641,728,36
PR04063,M008,P014,2025-11-07 01:15:00,C,331,274,15
PR04064,M018,P005,2025-07-27 10:15:00,C,428,391,9
PR04065,M002,P001,2025-12-14 19:45:00,B,751,802,6
PR04066,M015,P001,2025-05-20 12:00:00,A,584,593,11
PR04067,M018,P008,2025-05-23 23:00:00,A,976,843,13
PR04068,M014,P003,2025-12-05 23:45:00,A,544,570,25
PR04069,M017,P007,2025-07-03 15:45:00,B,608,618,16
PR04070,M010,P002,2025-03-04 16:15:00,B,597,566,25
PR04071,M017,P008,2025-03-29 15:30:00,A,539,510,20
PR04072,M005,P004,2025-08-03 06:30:00,C,885,748,30
PR04073,M004,P004,2025-04-23 18:15:00,A,425,355,15
PR04074,M009,P015,2025-12-05 22:00:00,B,596,577,33
PR04075,M015,P011,2025-08-03 14:45:00,C,372,329,15
PR04076,M008,P010,2025-07-14 12:00:00,A,603,478,17
PR04077,M015,P013,2025-02-20 12:30:00,B,679,533,27
PR04078,M013,P001,2025-07-10 15:45:00,C,694,646,12
PR04079,M014,P005,2025-06-30 04:00:00,B,812,842,11
PR04080,M020,P009,2025-06-14 05:00:00,C,802,653,14
PR04081,M009,P003,2025-09-11 16:15:00,A,907,816,20
PR04082,M020,P003,2025-01-03 13:00:00,C,867,739,5
PR04083,M016,P003,2025-10-02 14:15:00,B,960,879,7
PR04084,M003,P005,2025-08-01 13:15:00,A,898,631,9
PR04085,M001,P015,2025-01-29 06:00:00,A,857,897,16
PR04086,M017,P009,2025-02-25 03:30:00,B,984,716,18
PR04087,M004,P006,2025-06-25 16:45:00,A,627,524,19
PR04088,M015,P012,2025-05-22 06:45:00,C,923,786,15
PR04089,M003,P011,2025-04-19 10:00:00,A,763,829,27
PR04090,M008,P011,2025-06-18 11:45:00,A,734,754,22
PR04091,M005,P006,2025-10-05 22:30:00,C,850,746,26
PR04092,M004,P013,2025-07-18 01:00:00,C,914,899,33
PR04093,M006,P010,2025-08-10 04:30:00,A,734,762,33
PR04094,M004,P008,2025-07-21 21:30:00,C,440,422,22
PR04095,M001,P003,2025-08-23 06:45:00,C,792,770,6
PR04096,M005,P014,2025-09-11 02:00:00,A,995,936,37
PR04097,M003,P010,2025-04-07 17:45:00,A,462,391,19
PR04098,M009,P007,2025-11-21 08:30:00,C,691,584,13
PR04099,M020,P004,2025-04-04 04:00:00,C,396,319,15
PR04100,M005,P006,2025-06-30 01:15:00,A,594,479,6
PR04101,M020,P013,2025-12-11 17:00:00,C,583,461,10
PR04102,M017,P005,2025-05-26 02:30:00,A,463,357,19
PR04103,M008,P003,2025-06-27 01:45:00,C,586,503,8
PR04104,M010,P015,2025-01-28 18:45:00,A,325,193,4
PR04105,M008,P015,2025-02-14 00:00:00,A,779,686,29
PR04106,M015,P007,2025-09-08 15:15:00,A,801,684,16
PR04107,M004,P005,2025-08-13 04:45:00,B,665,597,21
PR04108,M008,P010,2025-02-19 05:45:00,A,716,656,16
PR04109,M003,P006,2025-10-23 23:15:00,A,921,740,9
PR04110,M008,P010,2025-11-25 03:15:00,A,560,573,10
PR04111,M017,P003,2025-08-12 05:45:00,B,933,912,49
PR04112,M003,P014,2025-08-17 15:15:00,A,520,494,25
PR04113,M015,P006,2025-11-05 19:00:00,C,526,500,7
PR04114,M010,P013,2025-05-05 18:30:00,A,622,582,32
PR04115,M013,P014,2025-02-13 23:00:00,C,731,782,40
PR04116,M009,P004,2025-12-11 10:00:00,B,346,270,5
PR04117,M014,P010,2025-05-09 06:45:00,A,573,478,23
PR04118,M005,P003,2025-05-10 04:15:00,B,307,311,9
PR04119,M015,P015,2025-07-23 22:15:00,C,626,418,14
PR04120,M007,P009,2025-06-13 21:45:00,B,408,298,17
PR04121,M005,P006,2025-04-22 01:00:00,C,344,362,6
PR04122,M012,P009,2025-08-06 20:45:00,B,756,755,16
PR04123,M009,P013,2025-03-03 15:15:00,B,866,878,16
PR04124,M012,P011,2025-11-23 06:15:00,C,488,465,23
PR04125,M015,P006,2025-07-31 16:30:00,B,366,307,7
PR04126,M016,P007,2025-04-15 10:00:00,C,827,648,31
PR04127,M002,P013,2025-12-12 12:30:00,C,879,720,20
PR04128,M019,P014,2025-04-28 22:15:00,B,758,734,10
PR04129,M005,P006,2025-05-20 16:30:00,A,952,754,44
PR04130,M007,P008,2025-05-16 10:30:00,C,791,832,33
PR04131,M010,P004,2025-03-08 07:45:00,A,706,609,34
PR04132,M016,P003,2025-04-05 19:45:00,A,347,346,6
PR04133,M010,P015,2025-10-30 17:15:00,C,424,314,15
PR04134,M003,P012,2025-04-08 19:15:00,C,470,409,10
PR04135,M019,P013,2025-12-08 09:45:00,B,436,464,20
PR04136,M010,P013,2025-04-12 19:00:00,B,858,772,44
PR04137,M014,P007,2025-07-26 14:00:00,B,351,354,8
PR04138,M019,P011,2025-11-08 09:15:00,B,741,789,40
PR04139,M017,P006,2025-04-18 16:45:00,B,817,621,28
PR04140,M006,P007,2025-10-24 05:30:00,B,948,798,29
PR04141,M010,P012,2025-10-17 04:15:00,B,446,372,7
PR04142,M009,P008,2025-10-04 22:15:00,A,784,815,37
PR04143,M004,P001,2025-04-09 21:15:00,B,559,599,17
PR04144,M017,P007,2025-02-21 09:45:00,A,389,288,17
PR04145,M006,P005,2025-09-15 17:45:00,B,832,888,35
